14.11.2020(18:38:07) :: librarian@192.168.1.101:1099/JADE REGISTERED AS LIBRARIAN
14.11.2020(18:38:20) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:38:20) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:38:20) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:38:20) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:38:20) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:38:20) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:38:21) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:38:21) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:38:21) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:38:21) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:38:21) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:38:21) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:38:21) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:38:21) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:38:21) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:38:21) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:38:23) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:38:23) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:38:23) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:38:23) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:38:23) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:38:23) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:38:23) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:38:23) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:38:23) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:38:23) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:38:25) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:38:25) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:38:25) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:38:25) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:38:25) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:38:25) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:38:25) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:38:25) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:38:25) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:38:25) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:38:25) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:38:25) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:38:25) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:38:25) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:38:25) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:38:27) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:38:27) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:38:27) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:38:27) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:38:27) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:40:21) :: librarian@192.168.1.101:1099/JADE TAKEN DOWN AND UNREGISTERED FROM DFSERVICE
