14.11.2020(17:53:23) :: librarian@192.168.1.101:1099/JADE REGISTERED AS LIBRARIAN
14.11.2020(17:53:35) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(17:53:35) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(17:53:36) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(17:53:36) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(17:53:36) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(17:53:36) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(17:53:36) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(17:53:37) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(17:53:38) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(17:53:38) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(17:53:38) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(17:53:38) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(17:53:39) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(17:53:39) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(17:53:39) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(17:53:39) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(17:53:39) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(17:53:40) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(17:53:40) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(17:53:40) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(17:53:40) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(17:53:40) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(17:53:40) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(17:53:40) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(17:53:40) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(17:53:40) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(17:53:40) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(17:53:41) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(17:53:41) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(17:53:41) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(17:53:41) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(17:53:41) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(17:53:43) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(17:53:43) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(17:53:43) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(17:53:43) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(17:53:43) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:10:15) :: librarian@192.168.1.101:1099/JADE TAKEN DOWN AND UNREGISTERED FROM DFSERVICE
