14.11.2020(18:36:09) :: librarian@192.168.1.101:1099/JADE REGISTERED AS LIBRARIAN
14.11.2020(18:36:15) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:36:15) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:36:15) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:36:15) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:36:15) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:36:15) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:36:15) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:36:15) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:36:15) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:36:15) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:36:15) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:36:15) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:36:15) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:36:15) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:36:15) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:36:15) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:36:15) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:36:15) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:36:15) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:36:15) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:36:16) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:36:16) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:36:16) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:36:16) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:36:16) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:36:17) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:36:17) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:36:17) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:36:17) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:36:17) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:36:17) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:36:17) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:36:17) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:36:17) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:36:17) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:36:17) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:36:17) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:36:17) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:36:17) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:36:17) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:36:24) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:36:24) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:36:24) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:36:24) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:36:24) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:36:24) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:36:24) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:36:24) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:36:24) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:36:24) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:36:25) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:36:25) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:36:25) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:36:25) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:36:25) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:36:26) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:36:26) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:36:26) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:36:26) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:36:26) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:36:27) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:36:27) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:36:27) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:36:27) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:36:27) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:36:27) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:36:27) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:36:27) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:36:27) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:36:27) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:36:28) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:36:28) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:36:28) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:36:28) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:36:28) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:36:28) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:36:28) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:36:28) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:36:28) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:36:28) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:36:58) :: librarian@192.168.1.101:1099/JADE TAKEN DOWN AND UNREGISTERED FROM DFSERVICE
