14.11.2020(18:34:22) :: librarian@192.168.1.101:1099/JADE REGISTERED AS LIBRARIAN
14.11.2020(18:34:29) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:34:29) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:34:29) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:34:29) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:34:30) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:34:30) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:34:30) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:34:30) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:34:30) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:34:30) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:34:30) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:34:30) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:34:30) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:34:30) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:34:31) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:34:31) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:34:31) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:34:31) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:34:31) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:34:32) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:34:32) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:34:32) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:34:32) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:34:32) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:34:33) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:34:33) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:34:33) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:34:33) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:34:33) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:34:35) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:34:35) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:34:35) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:34:35) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:34:35) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:34:36) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:34:36) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:34:36) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:34:36) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:34:36) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:34:37) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:34:37) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:34:37) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:34:37) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:34:37) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:34:37) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:34:37) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:34:37) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:34:37) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:34:37) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:34:38) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:34:38) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:34:38) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:34:38) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:34:38) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:34:38) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:34:38) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:34:38) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:34:38) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:34:38) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:34:39) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:34:39) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:34:39) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:34:39) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:34:39) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:34:39) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:34:39) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:34:39) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:34:39) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:34:39) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:34:41) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:34:41) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:34:41) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:34:41) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:34:41) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:35:12) :: librarian@192.168.1.101:1099/JADE TAKEN DOWN AND UNREGISTERED FROM DFSERVICE
