14.11.2020(18:35:16) :: librarian@192.168.1.101:1099/JADE REGISTERED AS LIBRARIAN
14.11.2020(18:35:28) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:35:28) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:35:28) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:35:32) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:35:32) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:35:32) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:35:32) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:35:32) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:35:32) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:35:32) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:35:32) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:35:32) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:35:32) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:35:34) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:35:34) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:35:34) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:35:34) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:35:34) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:35:34) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:35:34) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:35:34) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:35:34) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:35:34) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:35:34) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:35:34) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:35:34) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:35:34) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:35:34) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:35:35) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:35:35) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:35:35) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:35:35) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:35:35) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:35:36) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:35:36) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:35:36) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:35:36) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:35:36) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:36:05) :: librarian@192.168.1.101:1099/JADE TAKEN DOWN AND UNREGISTERED FROM DFSERVICE
