14.11.2020(18:48:08) :: librarian@192.168.1.101:1099/JADE REGISTERED AS LIBRARIAN
14.11.2020(18:48:21) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:48:21) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:48:21) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:48:21) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:48:21) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:48:21) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:48:21) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:48:21) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:48:21) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:48:21) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:48:21) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:48:21) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:48:21) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:48:22) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:48:22) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:48:22) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:48:22) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:48:22) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:48:23) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:48:23) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:48:23) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:48:23) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:48:23) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:48:24) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:48:25) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:48:25) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:48:25) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:48:25) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:48:25) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:48:25) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:48:25) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:48:25) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:48:25) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:48:26) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:48:26) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:48:26) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:48:26) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:48:26) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:48:26) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:48:26) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:48:26) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:48:26) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:48:26) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:48:27) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:48:27) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:48:27) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:48:27) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:48:27) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:48:27) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:48:27) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:48:27) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:48:27) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:48:27) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:48:28) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:48:28) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:48:28) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:48:28) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:48:28) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:48:28) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:48:28) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:48:28) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:48:28) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(18:48:28) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(19:17:18) :: librarian@192.168.1.101:1099/JADE TAKEN DOWN AND UNREGISTERED FROM DFSERVICE
