14.11.2020(17:34:04) :: librarian@192.168.1.101:1099/JADE REGISTERED AS LIBRARIAN
14.11.2020(17:34:07) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(17:34:07) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(17:34:07) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(17:34:07) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(17:34:10) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(17:34:10) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(17:34:10) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(17:34:10) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(17:34:10) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(17:34:11) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(17:34:11) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(17:34:11) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(17:34:11) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(17:34:11) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(17:34:11) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(17:34:11) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(17:34:11) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(17:34:11) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(17:34:11) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(17:34:11) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(17:34:11) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(17:34:11) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(17:34:11) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(17:34:11) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(17:34:12) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(17:34:12) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(17:34:12) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(17:34:12) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(17:34:12) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(17:34:13) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(17:34:13) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(17:34:13) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(17:34:13) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(17:34:13) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(17:34:13) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(17:34:13) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(17:34:13) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(17:34:13) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(17:34:13) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(17:34:14) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(17:34:14) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(17:34:14) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(17:34:14) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(17:34:14) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(17:34:15) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(17:34:15) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(17:34:15) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(17:34:15) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(17:34:15) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(17:34:15) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(17:34:15) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(17:34:15) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(17:34:15) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(17:34:15) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(17:34:17) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(17:34:17) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(17:34:17) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(17:34:17) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(17:34:17) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(17:34:17) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(17:34:17) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(17:34:17) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(17:34:17) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(17:34:17) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(17:34:17) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(17:34:17) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(17:34:17) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(17:34:17) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(17:34:17) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(17:34:18) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(17:34:18) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(17:34:18) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(17:34:18) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(17:34:18) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(17:34:19) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(17:34:19) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(17:34:19) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(17:34:19) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(17:34:19) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(17:34:19) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(17:34:19) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(17:34:19) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(17:34:19) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(17:34:19) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(17:34:20) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(17:34:20) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(17:34:20) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(17:34:20) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(17:34:20) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(17:34:21) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(17:34:21) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(17:34:21) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(17:34:21) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(17:34:21) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(17:34:22) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(17:34:22) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(17:34:22) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(17:34:22) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(17:34:22) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(17:34:24) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(17:34:24) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(17:34:24) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(17:34:24) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(17:34:24) :: librarian@192.168.1.101:1099/JADE TABLE request accepted
14.11.2020(17:36:53) :: librarian@192.168.1.101:1099/JADE TAKEN DOWN AND UNREGISTERED FROM DFSERVICE
